Report,Province / area,Local government unit,Row type,Source locator,Population 2024,Barangays (as annexed),Barangays with a first-contact facility (as annexed),Barangays without a first-contact facility (as annexed),Rural health units (as annexed),Barangay health stations,Hospitals,Licensed beds,FIC %,FBD %,TB CNR,TB detection %,PhilPEN %,Stunting %,Population per RHU as printed,LIVE  Population per RHU,LIVE  Variance vs printed,LIVE  RHUs implied at the catchment standard (nearest),LIVE  RHU shortfall (nearest),LIVE  Above the catchment standard,LIVE  Barangays with a facility,LIVE  Barangay coverage share,"LIVE  Beds per 1,000 residents",Basis and caveat,LIVE  RHUs implied (rounded up),LIVE  RHU shortfall (rounded up),municipality_key,province_key,centroid_lat,centroid_lon,psgc_code,network_id,coordinate_precision,pathway_condition,pathway_condition_reason,pathway_counting_metric,pathway_condition_caveat,first_contact_nodes,unserved_barangays,first_contact_answer,nearest_referral_id,nearest_referral_lgu,nearest_referral_report,nearest_referral_distance_km,referral_answer,payment_answer,record_answer,referral_completion_answer
MDS,Maguindanao del Sur,Rajah Buayan,LGU,MDS · ANNEX A · § · page not in contents list,31329,11,,6.0,1,4,0.0,14.0,55.51,20.14,160.73,25.7,1.78,,31329.0,31329.0,0.0,2,1,Yes,5,0.4545454545,0.4468703119,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,RAJAHBUAYAN,MAGUINDANAODELSUR,6.923854360500059,124.5780344763376,1908819000.0,MDS::RAJAHBUAYAN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 1.8% against the regional monitoring target of 25%.,1.8% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",5,6.0,"The current records show 5 places for a resident's first health visit: 1 Rural Health Unit and 4 Barangay Health Stations. 6 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::SHARIFFAGUAK,Shariff Aguak,MDS,16.3,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Shariff Aguak, about 16.3 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Datu Piang,LGU,MDS · ANNEX A · § · page not in contents list,31063,16,,10.0,1,5,0.0,14.0,68.15,58.1,293.7,47.0,0.42,,31063.0,31063.0,0.0,2,1,Yes,6,0.375,0.4506969707,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,DATUPIANG,MAGUINDANAODELSUR,7.041411770000053,124.4575335360366,1908807000.0,MDS::DATUPIANG,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 0.4% against the regional monitoring target of 25%.,0.4% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",6,10.0,"The current records show 6 places for a resident's first health visit: 1 Rural Health Unit and 5 Barangay Health Stations. 10 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::GUINDULUNGAN,Guindulungan,MDS,16.2,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Guindulungan, about 16.2 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Shariff Saydona Mustapha,LGU,MDS · ANNEX A · § · page not in contents list,29707,16,,7.0,1,7,0.0,7.0,28.62,39.13,123.39,19.7,2.94,,29707.0,29707.0,0.0,1,0,Yes,9,0.5625,0.2356346989,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,SHARIFFSAYDONAMUSTAPHA,MAGUINDANAODELSUR,6.944465692000023,124.46315711666853,1908821000.0,MDS::SHARIFFSAYDONAMUSTAPHA,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 2.9% against the regional monitoring target of 25%.,2.9% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",8,7.0,"The current records show 8 places for a resident's first health visit: 1 Rural Health Unit and 7 Barangay Health Stations. 7 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::SHARIFFAGUAK,Shariff Aguak,MDS,9.5,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Shariff Aguak, about 9.5 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Pandag,LGU,MDS · ANNEX A · § · page not in contents list,29244,8,,3.0,1,4,0.0,4.0,55.41,75.51,80.91,12.9,7.34,,29244.0,29244.0,0.0,1,0,Yes,5,0.625,0.1367801942,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,PANDAG,MAGUINDANAODELSUR,6.764332597000049,124.80266312988292,1908818000.0,MDS::PANDAG,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 7.3% against the regional monitoring target of 25%.,7.3% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",5,3.0,"The current records show 5 places for a resident's first health visit: 1 Rural Health Unit and 4 Barangay Health Stations. 3 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::BULUAN,Buluan,MDS,7.4,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Buluan, about 7.4 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Mangudadatu,LGU,MDS · ANNEX A · § · page not in contents list,28511,8,,6.0,1,1,0.0,2.0,58.24,53.3,128.17,20.5,2.7,,28511.0,28511.0,0.0,1,0,Yes,2,0.25,0.07014836379,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,MANGUDADATU,MAGUINDANAODELSUR,6.662962034500055,124.8711255633931,1908814000.0,MDS::MANGUDADATU,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 2.7% against the regional monitoring target of 25%.,2.7% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",2,6.0,"The current records show 2 places for a resident's first health visit: 1 Rural Health Unit and 1 Barangay Health Station. 6 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::BULUAN,Buluan,MDS,8.6,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Buluan, about 8.6 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Guindulungan,LGU,MDS · ANNEX A · § · page not in contents list,28471,11,,7.0,1,3,1.0,27.0,83.16,81.08,216.38,34.6,4.02,,28471.0,28471.0,0.0,1,0,Yes,4,0.3636363636,0.9483333919,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,GUINDULUNGAN,MAGUINDANAODELSUR,6.929125293000055,124.36443701266175,1908812000.0,MDS::GUINDULUNGAN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 4.0% against the regional monitoring target of 25%.,4.0% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",4,7.0,"The current records show 4 places for a resident's first health visit: 1 Rural Health Unit and 3 Barangay Health Stations. 7 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::GUINDULUNGAN,Guindulungan,MDS,0.0,"If the case needs inpatient care, the municipal row records a local hospital or inpatient receiving point. This does not confirm licensure, referral protocol, or actual admission.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Sultan sa Barongis,LGU,MDS · ANNEX A · § · page not in contents list,27929,12,,2.0,1,8,0.0,22.0,36.47,30.03,244.85,39.2,4.51,,27929.0,27929.0,0.0,1,0,Yes,10,0.8333333333,0.7877116975,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,SULTANSABARONGIS,MAGUINDANAODELSUR,6.920274133000049,124.64662599902243,1908823000.0,MDS::SULTANSABARONGIS,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 4.5% against the regional monitoring target of 25%.,4.5% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",9,2.0,"The current records show 9 places for a resident's first health visit: 1 Rural Health Unit and 8 Barangay Health Stations. 2 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::SHARIFFAGUAK,Shariff Aguak,MDS,23.3,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Shariff Aguak, about 23.3 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Datu Hoffer Ampatuan,LGU,MDS · ANNEX A · § · page not in contents list,27678,11,,5.0,1,5,1.0,301.0,24.43,36.08,64.17,10.3,2.05,,27678.0,27678.0,0.0,1,0,Yes,6,0.5454545455,10.87506323,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,DATUHOFFERAMPATUAN,MAGUINDANAODELSUR,6.857355214500046,124.41113312540593,1908805000.0,MDS::DATUHOFFERAMPATUAN,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 2.0% against the regional monitoring target of 25%.,2.0% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",6,5.0,"The current records show 6 places for a resident's first health visit: 1 Rural Health Unit and 5 Barangay Health Stations. 5 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::DATUHOFFERAMPATUAN,Datu Hoffer Ampatuan,MDS,0.0,"If the case needs inpatient care, the municipal row records a local hospital or inpatient receiving point. This does not confirm licensure, referral protocol, or actual admission.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Paglat,LGU,MDS · ANNEX A · § · page not in contents list,21317,8,,4.0,1,3,0.0,4.0,56.81,72.82,191.02,30.6,4.13,,21317.0,21317.0,0.0,1,0,Yes,4,0.5,0.1876436647,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,PAGLAT,MAGUINDANAODELSUR,6.782059656000058,124.77800902708957,1908817000.0,MDS::PAGLAT,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 4.1% against the regional monitoring target of 25%.,4.1% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",4,4.0,"The current records show 4 places for a resident's first health visit: 1 Rural Health Unit and 3 Barangay Health Stations. 4 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::BULUAN,Buluan,MDS,9.7,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Buluan, about 9.7 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Datu Salibo,LGU,MDS · ANNEX A · § · page not in contents list,21295,17,,16.0,1,1,0.0,0.0,75.95,37.44,135.65,21.7,5.57,,21295.0,21295.0,0.0,1,0,Yes,1,0.05882352941,0.0,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,2,1,DATUSALIBO,MAGUINDANAODELSUR,7.008224233500044,124.47599191441788,1908808000.0,MDS::DATUSALIBO,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 5.6% against the regional monitoring target of 25%.,5.6% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",2,16.0,"The current records show 2 places for a resident's first health visit: 1 Rural Health Unit and 1 Barangay Health Station. 16 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::GUINDULUNGAN,Guindulungan,MDS,15.1,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Guindulungan, about 15.1 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
MDS,Maguindanao del Sur,Datu Unsay,LGU,MDS · ANNEX A · § · page not in contents list,17186,8,,5.0,1,2,0.0,2.0,78.06,27.86,121.57,19.5,1.27,,17186.0,17186.0,0.0,1,0,No,3,0.375,0.1163737926,'Without a facility' = barangays carrying no registered facility of any type. Beds are licensed beds of all classes.,1,0,DATUUNSAY,MAGUINDANAODELSUR,6.884960466000052,124.35220519821236,1908810000.0,MDS::DATUUNSAY,Municipality representative point,adult blood-pressure or diabetes risk,PhilPEN risk assessment is 1.3% against the regional monitoring target of 25%.,1.3% of adults 20+ risk-assessed,"PhilPEN screening is a counting signal, not a measured hypertension or diabetes prevalence.",3,5.0,"The current records show 3 places for a resident's first health visit: 1 Rural Health Unit and 2 Barangay Health Stations. 5 barangays have no facility matched to them in the current source layer. Residents may need to use a nearby barangay, outreach services, or another local arrangement; this must be confirmed locally.",MDS::GUINDULUNGAN,Guindulungan,MDS,5.1,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Guindulungan, about 5.1 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.","A substantial accreditation base is recorded, but current PhilHealth return and service throughput cannot be computed for the post-split province.","FHSIS is partially transmitting: 7 of 22 assessed units submit fully on time, and every assessed unit has data-quality issues.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
SGA,Special Geographic Area,Malidegao,LGU,SGA · ANNEX A · § · page not in contents list,36427,7,7.0,,2,7,,2.0,,,,,,,,18213.5,,2,0,No,7,1.0,0.05490432921,"Rural health units are on the REGISTER basis (RHU reg.); the operating basis is lower (6 area-wide against 9 registered). 'With a facility' is the municipalities' own enumeration of service points, which reaches 63 of 63 barangays; the national register reaches 57.",2,0,MALIDEGAO,SPECIALGEOGRAPHICAREA,7.0607003,124.6773791,,SGA::MALIDEGAO,Public geocoder representative point,unclassified illness,No municipal disease-burden indicator is available in the consolidated municipal master.,No municipal illness indicator,The reports do not publish LGU-level morbidity rankings.,9,0.0,"The current records show 9 places for a resident's first health visit: 2 Rural Health Units and 7 Barangay Health Stations. Every barangay in this municipal row has a matched first-contact facility in the current records; local validation should still confirm operating status, staffing, and practical accessibility.",MDS::SHARIFFAGUAK,Shariff Aguak,MDS,34.0,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Shariff Aguak, about 34.0 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.",The dated project record reports no PhilHealth-accredited facilities and no PhilHealth income line for the area; the immediate question is entitlement and accreditation.,"Routine reporting is not yet a reliable pathway record: only 2 of 8 municipalities were assessed, both had no report, and six were not assessed.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
SGA,Special Geographic Area,Tugunan,LGU,SGA · ANNEX A · § · page not in contents list,33721,9,9.0,,1,8,,2.0,,,,,,,,33721.0,,2,1,Yes,9,1.0,0.05931022212,"Rural health units are on the REGISTER basis (RHU reg.); the operating basis is lower (6 area-wide against 9 registered). 'With a facility' is the municipalities' own enumeration of service points, which reaches 63 of 63 barangays; the national register reaches 57.",2,1,TUGUNAN,SPECIALGEOGRAPHICAREA,7.0451866,124.6164151,,SGA::TUGUNAN,Public geocoder representative point,unclassified illness,No municipal disease-burden indicator is available in the consolidated municipal master.,No municipal illness indicator,The reports do not publish LGU-level morbidity rankings.,9,0.0,"The current records show 9 places for a resident's first health visit: 1 Rural Health Unit and 8 Barangay Health Stations. Every barangay in this municipal row has a matched first-contact facility in the current records; local validation should still confirm operating status, staffing, and practical accessibility.",MDS::SHARIFFAGUAK,Shariff Aguak,MDS,27.9,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Shariff Aguak, about 27.9 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.",The dated project record reports no PhilHealth-accredited facilities and no PhilHealth income line for the area; the immediate question is entitlement and accreditation.,"Routine reporting is not yet a reliable pathway record: only 2 of 8 municipalities were assessed, both had no report, and six were not assessed.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
SGA,Special Geographic Area,Kapalawan,LGU,SGA · ANNEX A · § · page not in contents list,29191,7,7.0,,1,7,,0.0,,,,,,,,29191.0,,1,0,Yes,7,1.0,0.0,"Rural health units are on the REGISTER basis (RHU reg.); the operating basis is lower (6 area-wide against 9 registered). 'With a facility' is the municipalities' own enumeration of service points, which reaches 63 of 63 barangays; the national register reaches 57.",2,1,KAPALAWAN,SPECIALGEOGRAPHICAREA,7.2421239,124.7911088,,SGA::KAPALAWAN,Public geocoder representative point,unclassified illness,No municipal disease-burden indicator is available in the consolidated municipal master.,No municipal illness indicator,The reports do not publish LGU-level morbidity rankings.,8,0.0,"The current records show 8 places for a resident's first health visit: 1 Rural Health Unit and 7 Barangay Health Stations. Every barangay in this municipal row has a matched first-contact facility in the current records; local validation should still confirm operating status, staffing, and practical accessibility.",LDS::WAO,Wao,LDS,45.6,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Wao, about 45.6 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.",The dated project record reports no PhilHealth-accredited facilities and no PhilHealth income line for the area; the immediate question is entitlement and accreditation.,"Routine reporting is not yet a reliable pathway record: only 2 of 8 municipalities were assessed, both had no report, and six were not assessed.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
SGA,Special Geographic Area,Ligawasan,LGU,SGA · ANNEX A · § · page not in contents list,28322,7,7.0,,1,5,,0.0,,,,,,,,28322.0,,1,0,Yes,7,1.0,0.0,"Rural health units are on the REGISTER basis (RHU reg.); the operating basis is lower (6 area-wide against 9 registered). 'With a facility' is the municipalities' own enumeration of service points, which reaches 63 of 63 barangays; the national register reaches 57.",2,1,LIGAWASAN,SPECIALGEOGRAPHICAREA,6.9940862,124.7040135,,SGA::LIGAWASAN,Public geocoder representative point,unclassified illness,No municipal disease-burden indicator is available in the consolidated municipal master.,No municipal illness indicator,The reports do not publish LGU-level morbidity rankings.,6,0.0,"The current records show 6 places for a resident's first health visit: 1 Rural Health Unit and 5 Barangay Health Stations. Every barangay in this municipal row has a matched first-contact facility in the current records; local validation should still confirm operating status, staffing, and practical accessibility.",MDS::SHARIFFAGUAK,Shariff Aguak,MDS,32.2,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Shariff Aguak, about 32.2 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.",The dated project record reports no PhilHealth-accredited facilities and no PhilHealth income line for the area; the immediate question is entitlement and accreditation.,"Routine reporting is not yet a reliable pathway record: only 2 of 8 municipalities were assessed, both had no report, and six were not assessed.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
SGA,Special Geographic Area,Kadayangan,LGU,SGA · ANNEX A · § · page not in contents list,26099,7,7.0,,1,7,,0.0,,,,,,,,26099.0,,1,0,Yes,7,1.0,0.0,"Rural health units are on the REGISTER basis (RHU reg.); the operating basis is lower (6 area-wide against 9 registered). 'With a facility' is the municipalities' own enumeration of service points, which reaches 63 of 63 barangays; the national register reaches 57.",2,1,KADAYANGAN,SPECIALGEOGRAPHICAREA,7.1229571,124.4766077,,SGA::KADAYANGAN,Public geocoder representative point,unclassified illness,No municipal disease-burden indicator is available in the consolidated municipal master.,No municipal illness indicator,The reports do not publish LGU-level morbidity rankings.,8,0.0,"The current records show 8 places for a resident's first health visit: 1 Rural Health Unit and 7 Barangay Health Stations. Every barangay in this municipal row has a matched first-contact facility in the current records; local validation should still confirm operating status, staffing, and practical accessibility.",MDN::DATUODINSINSUAT,Datu Odin Sinsuat,MDN,20.9,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Datu Odin Sinsuat, about 20.9 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.",The dated project record reports no PhilHealth-accredited facilities and no PhilHealth income line for the area; the immediate question is entitlement and accreditation.,"Routine reporting is not yet a reliable pathway record: only 2 of 8 municipalities were assessed, both had no report, and six were not assessed.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
SGA,Special Geographic Area,Nabalawag,LGU,SGA · ANNEX A · § · page not in contents list,25500,7,7.0,,1,7,,0.0,,,,,,,,25500.0,,1,0,Yes,7,1.0,0.0,"Rural health units are on the REGISTER basis (RHU reg.); the operating basis is lower (6 area-wide against 9 registered). 'With a facility' is the municipalities' own enumeration of service points, which reaches 63 of 63 barangays; the national register reaches 57.",2,1,NABALAWAG,SPECIALGEOGRAPHICAREA,7.1032855,124.4923617,,SGA::NABALAWAG,Public geocoder representative point,unclassified illness,No municipal disease-burden indicator is available in the consolidated municipal master.,No municipal illness indicator,The reports do not publish LGU-level morbidity rankings.,8,0.0,"The current records show 8 places for a resident's first health visit: 1 Rural Health Unit and 7 Barangay Health Stations. Every barangay in this municipal row has a matched first-contact facility in the current records; local validation should still confirm operating status, staffing, and practical accessibility.",MDN::DATUODINSINSUAT,Datu Odin Sinsuat,MDN,22.3,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Datu Odin Sinsuat, about 22.3 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.",The dated project record reports no PhilHealth-accredited facilities and no PhilHealth income line for the area; the immediate question is entitlement and accreditation.,"Routine reporting is not yet a reliable pathway record: only 2 of 8 municipalities were assessed, both had no report, and six were not assessed.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
SGA,Special Geographic Area,Pahamuddin,LGU,SGA · ANNEX A · § · page not in contents list,19262,12,12.0,,1,11,,0.0,,,,,,,,19262.0,,1,0,No,12,1.0,0.0,"Rural health units are on the REGISTER basis (RHU reg.); the operating basis is lower (6 area-wide against 9 registered). 'With a facility' is the municipalities' own enumeration of service points, which reaches 63 of 63 barangays; the national register reaches 57.",1,0,PAHAMUDDIN,SPECIALGEOGRAPHICAREA,7.091,124.555,,SGA::PAHAMUDDIN,Public geocoder representative point,unclassified illness,No municipal disease-burden indicator is available in the consolidated municipal master.,No municipal illness indicator,The reports do not publish LGU-level morbidity rankings.,12,0.0,"The current records show 12 places for a resident's first health visit: 1 Rural Health Unit and 11 Barangay Health Stations. Every barangay in this municipal row has a matched first-contact facility in the current records; local validation should still confirm operating status, staffing, and practical accessibility.",MDS::GUINDULUNGAN,Guindulungan,MDS,27.7,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Guindulungan, about 27.7 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.",The dated project record reports no PhilHealth-accredited facilities and no PhilHealth income line for the area; the immediate question is entitlement and accreditation.,"Routine reporting is not yet a reliable pathway record: only 2 of 8 municipalities were assessed, both had no report, and six were not assessed.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
SGA,Special Geographic Area,Old Kaabakan,LGU,SGA · ANNEX A · § · page not in contents list,16181,7,7.0,,1,5,,0.0,,,,,,,,16181.0,,1,0,No,7,1.0,0.0,"Rural health units are on the REGISTER basis (RHU reg.); the operating basis is lower (6 area-wide against 9 registered). 'With a facility' is the municipalities' own enumeration of service points, which reaches 63 of 63 barangays; the national register reaches 57.",1,0,OLDKAABAKAN,SPECIALGEOGRAPHICAREA,7.2328881,124.8447114,,SGA::OLDKAABAKAN,Public geocoder representative point,unclassified illness,No municipal disease-burden indicator is available in the consolidated municipal master.,No municipal illness indicator,The reports do not publish LGU-level morbidity rankings.,6,0.0,"The current records show 6 places for a resident's first health visit: 1 Rural Health Unit and 5 Barangay Health Stations. Every barangay in this municipal row has a matched first-contact facility in the current records; local validation should still confirm operating status, staffing, and practical accessibility.",LDS::WAO,Wao,LDS,48.3,"If the case needs care beyond first contact, the closest mapped municipality with a recorded hospital is Wao, about 48.3 km away by straight-line representative distance. This is not a travel-time route and must be checked against the local referral network.",The dated project record reports no PhilHealth-accredited facilities and no PhilHealth income line for the area; the immediate question is entitlement and accreditation.,"Routine reporting is not yet a reliable pathway record: only 2 of 8 municipalities were assessed, both had no report, and six were not assessed.",No referral-completion observations are recorded in the consolidated regional workbook; the pathway cannot confirm arrival or feedback.
